genel_tutum,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,annotator,uploaded_at,konu,tweet_id,dil,kategori_count
Anti-Immigrant/Refugee,['Country/Nationality'],6,['Threat of Enmity; War; Attack; Murder; or Harm'],None,انا أؤيد ترحيل اللاجئين السوريين,Neda,2023-08-03T09:37:11,Arabic,1659527363128860679,,1
Anti-Immigrant/Refugee,['Country/Nationality'],3,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"انا الي برحلك !!!؟ يا رجل انا مع ولاة امرنا حفظهم الله وسوف يتم ترحيل الاجئين السوريين 

ليه زعلان انت",Neda,2024-03-18T12:27:23,Arabic,1659682226089459714,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"تذكرين يوم يبتزونكم بصوركم وتبكبكن بالمقاطع.

الله يالايام
لعبوا السواعدة بنفسيتكم 
تطلع معاه عبالها يتزوجها
بالاخير يسفل فيها

اكثر مجتمع تعرضت بناته للابتزاز والسفاله من رخومها 

الركب السود 
#ترحيل_المغربيات_مطلب2 https://twitter.com/n_II7q/status/1659403063503757312…",Neda,2023-11-14T07:57:30,Arabic,1659437295999623168,,3
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,"كل الموردين للسعودية من جبل علي

اغلبهم يمنه

من أمن العقوبة اساء الادب للأسف

ترحيل اليمنه مطلب وضروره وطنية

رحلوهم ينظف بلدنا منهم ومن قرفهم

وراء كل غش وفساد تجاري وعبث يمنه",Neda,2023-12-12T01:41:53,Arabic,1657608295933173762,,2
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"يلا  حبيبي الان ترحيل لسولايا لبلدك و اشوف ايش بتقول لفخامة الرئيس بشار الاسد 
اجرام السوريين في بيع الحبوب وغسل الاموال منتشرة بالسعودية وفي تحارة المواد البنائية",Neda,2023-12-12T01:41:42,Arabic,1659508272783585280,,3
Anti-Immigrant/Refugee,['Country/Nationality'],8,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,ياليت بلدك الديوث العاهر في ربع شرف السعودية وهي تقضي ع هذي الأشكال #ترحيل_المغربيات_مطلب,Neda,2023-12-12T01:41:47,Arabic,1658517402454196234,,3
Anti-Immigrant/Refugee,['Target group is unclear or absent'],3,['Threat of Enmity; War; Attack; Murder; or Harm'],None,اول خطوة ترحيل كل شمالي من الجنوب,Neda,2023-12-12T01:41:42,Arabic,1658112285615742977,,1
Anti-Immigrant/Refugee,['Country/Nationality'],5,"['Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"اللـه يعز الاماراتييـن، ويعز القطرييـن، نبقى عيال عـم وأهـل، انتم  إلى مزابل ومجاري التاريخ. 
#ترحيل_المغربيات_مطلب",Neda,2023-12-12T01:42:04,Arabic,1658187437829414944,,2
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Symbolization', 'Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"مع ترحيل كل اللاجىين من لبنان والضغط على سوريا بالعفو العام تحت رعاية كل المنظمات والمفوضية 
رحيلهم يخفف الكثير من الأعباء التي تحملها لبنان والشعب اللبناني زهقنا كل يوم جرائم متعددة ومخالفات وتزوير عملات ومخدرات فليرحلوا بسلام",Neda,2023-08-04T10:43:38,Arabic,1659127421809963008,,3
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"نحنا صرنا غربا بالوطن 
نعم مع ترحيل كل اللاجئين من أي جنسية كانت",Neda,2024-04-08T12:14:50,Arabic,1658506497242824716,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,"الحين كل مغربيه مصاحبه لها عشره هنا راح تبدأ تفرزهم وتختار تيس منهم للتزواج عشان ماتترحل 
خطه بديله
والتيس طبعا مايدري انه بقرنين 
#ترحيل_المغربيات_مطلب2",Neda,2023-11-14T07:57:30,Arabic,1659249920501481505,,3
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"#ترحيل_المغربيات_مطلب
المخربيه تخليك تبيع الي وراك والي قدامك بالشرويطه 
لاحظو حبيبها  يعني علاقات محرمه
وتلقونها تعرف غيره ١٠",Neda,2024-04-08T12:14:50,Arabic,1657778789089263618,,3
Anti-Immigrant/Refugee,['Country/Nationality'],3,"['Exclusive/Discriminatory Discourse', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"عطاهم العلم الصحيح


بدون مجاملة دبلوماسيه
ولا لغة الخشب

#ترحيل_المغربيات_مطلب 
#ترحيل_المغربيات_مطلب2",Neda,2023-11-14T07:57:28,Arabic,1659306931570323463,,2
Anti-Immigrant/Refugee,['Target group is unclear or absent'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,ترحيل هالجاليه واجب وطني للحفاظ على الكويت كافي يا حكومه تجاوزاتهم وتجار الاقامات بلك ومنعهم من الكفاله,Neda,2024-03-18T12:27:21,Arabic,1657729363951878145,,1
Anti-Immigrant/Refugee,['Country/Nationality'],5,"['Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,"ترحيل اليمنه مطلب

كهوفهم اولى بهم

شعب قات وشمه",Neda,2024-04-08T12:14:49,Arabic,1657622494298222593,,2
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"ما الفائدة من وجود هؤلاء العاهات في وطنناء ماهو الانجاز الذي قدموه او سيقدمونة ….
انهم غثاء ونشر بلبلة وتشوية لمجتمعناء……
#ترحيل_السوريين_مطلب_امني_ووطني",Neda,2024-03-18T12:27:22,Arabic,1659978195049885699,,1
Anti-Immigrant/Refugee,['Country/Nationality'],3,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"اكيد نعم 
المغربيات مصوتين لانفسهم لا
#ترحيل_المغربيات_مطلب",Neda,2024-02-24T15:56:32,Arabic,1659284670989713408,,1
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"ضلوا كذبوا ليل نهار
ترحيل يعني ترحيل
#اللاجئين_السوريين",Neda,2023-12-12T01:42:10,Arabic,1659233281252941827,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exclusive/Discriminatory Discourse', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"حكومتنا السعودية بالها وصبرها طويل على اليمنيين.. لو الامر بيد الشعب السعودي لتم ترحيل جميع اليمنيين الى اليمن وبناء سور السعودية العظيم على حدود اليمن مدعم بكهرباء 360 فولت وليزر لصيد المتسللين اليمنيين..

بعدها ورينا القصاص والعين بالعين",Neda,2024-02-24T15:56:34,Arabic,1657754951827824640,,2
Anti-Immigrant/Refugee,['Target group is more than one'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization']",Low,"#ترحيل_الاجانب_مطلب_وطني
إلى متى ؟! وهما موجودين وياكلون من خير البلد 
ويشتغلون والسعودين جالسين ( البطاله نسبتها عاليه ) وهما فساد ومخدرات و زعزعة امن وفوق هذا التطاول على حكومتنا الرشيده ..
ونحنه اولادنا يموتون دفاع عن الوطن وهما يسرحون ويمرحون",İsla,2024-02-24T15:56:28,Arabic,1659879060850221057,,2
Anti-Immigrant/Refugee,['Country/Nationality'],8,"['Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,"كل سوري متهم بعملية اجرام أو قتل يجب أن يعدم في الساحات أو رميه في البحر وليس على الحدود 
#نازحين مجرمين",Neda,2023-08-03T09:37:11,Arabic,1657300262489341954,,2
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,"ام شنطه حنا نطالب بترحيلكم لان ريحتكم فاحت في الرياض وجده
اعتراضك يدل ع انك بدون كرامه
روحي انشغلي بزباينك
#ترحيل_المغربيات_مطلب2
#ترحيل_المغربيات_مطلب",Neda,2023-12-12T01:42:10,Arabic,1659467833204436992,,3
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,"المغربيات مسوين آلاف البثوث في تك توك كلها عبارة عن قذف وسب وشتائم وإساءة للمرأة السعودية والسعوديات ،، وطبعا هذا الجزء بسيط جدا من بذاءة لسانهم والفاظهم البذيئة التي تمثلهم.

#ترحيل_المغربيات_مطلب",Neda,2024-03-18T12:27:22,Arabic,1658217611304247307,,3
Anti-Immigrant/Refugee,['Country/Nationality'],5,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization']",Low,"#الزوجه_الثانيه #ترحيل_المغربيات_مطلب
  المغربية تتزوجك وتتزوج بآخر بنفس الوقت وتعـدد.. 
و(أنت على عماك ماتدري)..",Neda,2023-08-03T09:36:56,Arabic,1658111084497076225,,2
Anti-Immigrant/Refugee,['Target group is unclear or absent'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,لازم ترحيل اجبااااارى وتضخيم قيمة الاقامة بالدولار,Neda,2023-08-04T10:43:38,Arabic,1659136891147485185,,1
Anti-Immigrant/Refugee,['Target group is unclear or absent'],2,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"ليش مسموح يرجعوا؟؟
بدنا ياهن يفلوا من دون عودة

#ترحيل",Neda,2023-11-14T07:57:28,Arabic,1658127205199671297,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,['Threat of Enmity; War; Attack; Murder; or Harm'],Low,اتمنى ترحيل اي كائن غير سعودي من البلد,Neda,2024-03-18T12:27:21,Arabic,1658118684949336069,,1
Anti-Immigrant/Refugee,"['Country/Nationality', 'Target group is more than one']",6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,هذا كله نقطه في بحر وهذا مغربي اعترف بهالشي وان اغلب المغاربه اذا مو كلهم يفضلون الزواج من الخارج لهالسبب وكلنا عارفين #ترحيل_المغربيات_مطلب #ترحيل_السوريين_مطلب_امني #ترحيل_المغربيات_مطلب2,Neda,2023-12-12T01:41:58,Arabic,1659601208376541207,,2
Anti-Immigrant/Refugee,"['Race/Ethnicity', 'Country/Nationality']",5,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization']",Low,"#ترحيل_المغربيات_مطلب 
حسبنا الله ونعم الوكيل شوفو وين وصلو يشربون الرجال البول ويأكلونه هو با الأكل اعزكم اللهواعز النعمه",Neda,2023-08-03T09:36:56,Arabic,1659413003802910722,,2
Anti-Immigrant/Refugee,['Country/Nationality'],6,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"يجب اعادتهم بشكل قسري لا طوعي
لأنهم يرفضون العودة من بلاد اللجوء حيث يحصلون على المساعدات والتقديمات اضافة الى اعمالهم غير الشرعية في لبنان مثلاً

#لا_للدمج #لا_للتوطين #ترحيل",Neda,2023-08-04T10:43:22,Arabic,1659665631019511808,,1
Anti-Immigrant/Refugee,['Country/Nationality'],5,['Threat of Enmity; War; Attack; Murder; or Harm'],Low,"الحمدلله الذي عافانا مما ابتلاهم به 
#ترحيل_المغربيات_مطلب2 
#متنكرين_كالسعوديين27  ",Neda,2024-02-24T15:56:32,Arabic,1659542904891662336,,1
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,"طيب كل الي بالهشتاق متجاوزات ماحطوا محتشمات وشريفات
يجب ترحيل الجنسيه هذي وما تطب السعودية الا للعمره وللحج فقط وبعدها لديارهم افسدوا من الشباب ما افسدوا بسبب الدعا^ره والامراض الجنسيه",Neda,2023-12-12T01:41:53,Arabic,1659575617656848386,,3
Anti-Immigrant/Refugee,['Country/Nationality'],5,"['Exclusive/Discriminatory Discourse', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,لازم فرض التأشيرة و ترحيل العمال الغير شرعيين ماشي ياكلو الغلة و يسبو الملة بني مركع,Neda,2024-02-24T15:56:34,Arabic,1659969816231391235,,2
Anti-Immigrant/Refugee,['Target group is unclear or absent'],5,"['Exclusive/Discriminatory Discourse', 'Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,"فهمنا انن نازحين بس يلي ما فهمناه ليش تاركينن يلعبو ويسرحو ويمرحو ويقتلو ويسرقو ويغتصبو أرضنا وعرضنا ، شو هالدوله يلي ما عندها سياده وين الجيش والامن العام لك هني مفكرين لبنان مدينه ملاهي  كل شي مستباح عندهن وما بخافو من الدوله ولا بيحترموها
#ترحيل_السوريين_مطلب_امني_ووطني",Neda,2023-08-03T09:36:56,Arabic,1653403671235796995,,3
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],Low,قريبا راح يتم ترحيل البرماوية عقبال باقي الجنسيات,Neda,2024-03-18T12:27:22,Arabic,1659126911354785792,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,['Exclusive/Discriminatory Discourse'],None,"سوريا آمنة وهم في زيارات مستمرة اليها ولكنهم يعودون الى بلدان اللجوء طمعاً بالمساعدات السخية من الدول او الامم المتحدة

#لا_للدمج
#لا_للتوطين
#ترحيل #النازحين_السوريين",Neda,2023-12-12T01:42:04,Arabic,1659662687834447872,,1
Anti-Immigrant/Refugee,['Target group is unclear or absent'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,اعوذ بلله من شرهن ياليت يتم ترحيلهن مهنتهن دعاره فقط #ترحيل_المغربيات_مطلب_امني,Neda,2023-12-12T01:41:42,Arabic,1659257414414106625,,3
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"فشرت ولاك كلب ارجع وطنك يا سوركي
ارحل_يا سوركي الشعب السعودي يريد ترحيل السواريه انتو اكثر جاليه مؤذيه حول العالم ارجعو وطنكم",Neda,2024-04-08T12:14:48,Arabic,1659619189173174279,,2
Anti-Immigrant/Refugee,['Race/Ethnicity'],6,"['Exclusive/Discriminatory Discourse', 'Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,اتمنى ترحيل كل العرب من السعوديه مو معقول اغلب المدراء علينا غير سعوديييين شي يقهر ويغبن راحت علينا الوظايف عشان كذا هم مايبغون يتركون السعوديه لانهم مبسوطين واكثر شعب يكره السعوديه سبهم وكلامهم فيني نسمعه ونشوفه مصلحجييييين,Neda,2024-02-24T15:56:32,Arabic,1659865306666352641,,3
Anti-Immigrant/Refugee,['Target group is unclear or absent'],2,['Symbolization'],None,طبيعي اذا وافدين على الرياض وما معهم تصريح من وزارة الهجرة ولا من ادارة الملز اكيد يزيلو اللافته وممكن اجراءات ترحيل اذا كررو الفعل,İsla,2024-02-24T15:56:28,Arabic,1658481593135280133,,1
Arap Karşıtı,['Irk/Etnik Köken'],2,['Simgeleştirme'],Yok,"Öyle ya da böyle, Türk düşmanlığı yapan arap sevicilerine karşı birleşmemiz ve seçimi ikinci turda kazanmamız lazım. Hiç tahammül edemiyorsak bile geleceğimiz için şu 13 gün birlikte olalım. Erdoğan'ı ve yanındaki pislikleri gönderelim.",Ege,2024-04-15T21:10:19,Arabian,1658175954085110016,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],4,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Zayıf,"Belki de senin kardeşin üç kuruş için insanların ağız kokusunu çekiyorken, bu Arap soytarılarının vatanımıza yön vermesi kanınıza dokunmuyor mu?",Firdevs,2023-08-25T19:01:15,Arabian,1658135031871681024,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],5,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,rte seçimi alırsa önümüzdeki 10 yıl 15-20 milyon arap tüm politik sistemi kilitleyecek https://t.co/wKdCYZiaYK,Şura,2023-11-14T07:57:40,Arabian,1658267127458024960,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],Emin değilim.,['Emin değilim'],Yok,"biri şunun kemal başkan yerine erdoğan'ın olduğu, mermi yerine mülteci arap aile bastığı versiyonunu yapamaz mı ya? en az 4 çocuklu aile figürü olmalı https://t.co/UyXAEkkARH",Firdevs,2023-08-25T19:01:36,Arabian,1658161427222343936,Türkçe,1
Arap Karşıtı,['Ülke/Milliyet'],5,"['Küfür; Hakaret; Aşağılama; İnsandışılaştırma', 'Düşmanlık; Savaş; Saldırı; Öldürme; Yaralama Tehdidi']",Zayıf,@mhk1453 @kakts1881 @tibukculuk @aykiricomtr ulan beyin yoksunu ülken işgal altında işgal hâlâ mı uyuyorsun. Kürtlere karşı çıkacağız diye akın akın gelen arap bedevilerini gözünüz görmüyor. Tayip BU ÜLKEYİ İŞGALE AÇTI. İŞGAL EDİLİYORSUN TÜRK UYAN,Şura,2023-08-17T21:14:31,Arabian,1658390230137729024,Türkçe,2
Arap Karşıtı,['Irk/Etnik Köken'],4,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Yok,Bu suriyeliler acaba iç anadolu ve karadeniz bölgesine hiç yerleştirilmedi mi hiç mi görmüyorlar durumun vehametini vatan elden gidecek diye korkanlar arap istilasına susuyor,Beril,2023-12-06T19:22:32,Arabian,1658454360525816064,Türkçe,2
Arap Karşıtı,['Irk/Etnik Köken'],2,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"ekonomiyi batırdın, ülkeyi arap doldurdun, bizi lgbtler dinsizler diye ayrıştırdın kendinden olmayana hakaretler ettin kadın haklarını hiçe saydın ve daha nicesi. ne bekliyordun ki https://t.co/KKpIUkZNme",Şura,2023-11-14T07:57:40,Arabian,1658557980772638976,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@AK_suHandan Aradaki fark bilinki gurbetçiler ve vatandaşlık verilen, satılan arap seçmenlerin oylaridir.  Bu milletin bu ülkenin evladının oyu ile kazanmiyorsunuz kazansanizda elindeki paranın değeri düşmesin isteyen gurbetçi ile kucak açtığınız araplarin oylari ile kazanacaksınız unutmayin",Şura,2023-11-08T04:01:33,Arabian,1657970754636378112,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],4,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,"@__Eraygkk @Fenerba76031078 @1881gala1905 @DrSinanOgan Derdimiz şu an kürt vatandaşlarımız mı yoksa başka ülkelerden vatanımıza gelip bağdakini kovan Arap sığınmacılar mı? Bakın biz bu ülkeyi Kürt Türk Çerkez hepimiz birlikte kurduk. Önce vatanımız, sonra ırkçılığa ayrımcılığa devam edersiniz. Elden gidiyor vatan elden.. Türk kalmadı",Şura,2023-08-17T21:14:31,Arabian,1658292510035176960,Türkçe,1
Arap Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet', 'Din', 'Cinsiyet', 'Belli Görüş/Statü/Uygulama; Mesleki Pozisyon Grubu', 'Hedef grup birden fazla.']",7,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme', 'Küfür; Hakaret; Aşağılama; İnsandışılaştırma']",Zayıf,@suleehazal kara carsaf giyip kadinlik gururun ayaklar altina alininca da sevinirsin umarim arap sevdalisi k3vase seni,Elif Gülben,2023-08-22T14:09:36,Arabian,1658084691646332928,Türkçe,3
Arap Karşıtı,"['Irk/Etnik Köken', 'Ülke/Milliyet']",5,['Simgeleştirme'],Yok,"@NLGNMANAV1 Türk milliyetçiliğini ve Türk İslam bilincini, Arap İslam bilinci ve Arap milliyetçiliği ile değiştirmenize bu millet izin vermeyecektir. Yaptığınız oyunları elbet fark edecek ve görecektir.",Şura,2023-11-14T07:57:42,Arabian,1658388846139064064,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],5,['Simgeleştirme'],Yok,"Kürtler üzerine düşeni yaptı. ama mülteci politikalarında muzdarip gece gündüz mızmızlayanlar ve evine 1 kilo soğan götüremeyen arap seviciler yine ikiyüzlü davrandı.
Bundan sonrası da size müstehaktır https://t.co/odBSAd6zFG",Şura,2023-11-14T07:57:40,Arabian,1658001144730320896,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],5,"['Dışlama; Ayrımcı Söylem', 'Simgeleştirme']",Zayıf,@FbVit44 @emredem03 @LuckyBesta Arap sevici yallah çölüne burası Türkiye ve ne mutlu türküm diyeceğiz yallah sen,Firdevs,2023-08-25T19:01:36,Arabian,1658146028896367104,Türkçe,2
Arap Karşıtı,['Irk/Etnik Köken'],3,['Küfür; Hakaret; Aşağılama; İnsandışılaştırma'],Yok,@HseyinDemirko15 @zyapicioglu Ben Türküm ama sizin inandığınız Allaha inanmıyorum.. ve atalarım dedelerim bu topraklarda yaşamış dedem Gazi.. savaşmış kan falan dökmüşler.. yani annıyonnu..! napcaz şimdi.. ha bi de seni seçmedim ve arap kültüründen🤢 .. durum bu..!!,Şura,2023-11-14T07:57:40,Arabian,1658158384330288896,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],4,['Dışlama; Ayrımcı Söylem'],Yok,"@ATAISIK_ Bu cahil araplardan da kültürü ve laikliği sabahlara kadar içmeye bağlayanlar da bıktık. İkisi de aynı cahillikte bence! Ülkemizi ne hale getirdiler. Eşlerinin saçının telinden korkanlar, onları peçeye, kendilerini ise arap kadın dansözlerden daha iyi kıvırtmaya yükseltmişler!",Can,2024-05-10T09:56:35,Arabian,1658084778317345024,Türkçe,1
Arap Karşıtı,['Irk/Etnik Köken'],3,['Dışlama; Ayrımcı Söylem'],Yok,@alicanpas @fercur @kilicdarogluk Türk milliyetcisi olmak Arap devşirmeleriyle bir olup meydanlarda kutlama yapmak mı hadi ve ordan,Can,2024-05-10T09:56:35,Arabian,1658122524872278016,Türkçe,1
