genel_tutum,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,annotator,uploaded_at,konu,tweet_id,dil,kategori_count
Anti-Immigrant/Refugee,"['Race/Ethnicity', 'Country/Nationality']",5,"['Exclusive/Discriminatory Discourse', 'Exaggeration; Generalization; Attribution; Distortion:']",Low,"ماذا ينتظر السياسيون الفاسدون لتوجيه انذار لهذه المفوضية وطردها هي واللاجئين السوريين؟
#لا_للتوطين
#ترحيل_السوريين_مطلب_امني_ووطني",İsla,2024-02-24T15:56:28,Arabic,1659977072784322560,,2
Anti-Immigrant/Refugee,['Country/Nationality'],5,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,احنا السعوديات طيبات وعلى نياتنا ولو تسال كثير سعوديات صديقاتهم مغربيات من سنين طلعنا على نياتنا بس الان راح يتربو اما المحترمات عالعين والراس #ترحيل_المغربيات_مطلب,Neda,2024-04-08T12:14:49,Arabic,1659135642431893504,,2
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,افضل شيء صار للسعودية هالفترة هو قرار ترحيل البرماوية واللاجئين السوريين لأن اغلب مهربين المخدرات اللي عندنا منهم.. دمروا ابناء بلدنا لذلك ترحيلهم اصبح وااااجب,Neda,2024-03-18T12:27:22,Arabic,1659638788493025285,,2
Anti-Immigrant/Refugee,['Country/Nationality'],6,['There is no hate speech'],None,"وبعد هالصوره اثبات تسويقهم صار فاشل انكشفو المخربيات
#ترحيل_المغربيات_مطلب 
#ترحيل_المغربيات_مطلب2 
#متنكرين_كالسعوديين",Neda,2024-04-08T12:14:49,Arabic,1660031044723134464,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,شفت الفيديو خارجة كدور او كتقول ليهم قفطان جزائري هاد فقرولية كرغولية ولله ما عندها علاش تحشم عجبها الثراث المغربي او مشات سرقاتو فضيحة #مطلبنا_ترحيل_الجزائر_من_المغرب_والمغرب_العربي_,Neda,2023-11-14T07:57:27,Arabic,1658534266521755649,,3
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,سبحان الله ماتحسونهم جيران ذولاك يعني الفرق كيف ابوها مهتم فيها ومحافظ عليها وبين اللي تسحب شنطتها بكل مكان وتوزع امراض #ترحيل_المغربيات_مطلب #ترحيل_المغربيات_مطلب_امني,Neda,2023-11-14T07:57:32,Arabic,1658083619892543488,,2
Anti-Immigrant/Refugee,['Target group is unclear or absent'],5,['Threat of Enmity; War; Attack; Murder; or Harm'],None,تحلمون حلم بالاقامة عندنا ترحيل يعني ترحيل قالها وزير خارجيتنا خلاص ,Neda,2023-08-04T10:43:38,Arabic,1659628232977596455,,1
Anti-Immigrant/Refugee,"['Race/Ethnicity', 'Country/Nationality']",3,['Exaggeration; Generalization; Attribution; Distortion:'],Low,"#جعجع: ""لم تعد هناك حاجة لتسمية هؤلاء #نازحين او لاجئين، بل يجب ان نسمّيهم من الآن فصاعداً #السوريين الموجودين في #لبنان ويجب تطبيق القوانين المرعية عليهم"".",İsla,2024-02-24T15:56:28,Arabic,1657236752124334082,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,حسابك كله عن سوريا مصدقين انك سعودية كملي او كمل معروف عنكم انتحال شخصيات نسائيه  ، و ان شاء الله يتم ترحيل السوريين الى بلدهم ونرتاح ,Neda,2023-11-14T07:57:27,Arabic,1659847595026530304,,2
Anti-Immigrant/Refugee,['Country/Nationality'],3,['Threat of Enmity; War; Attack; Murder; or Harm'],None,لا وع مانبي مصاريه واتمنى ترحيل الموجودين بعد,Neda,2023-11-14T07:57:28,Arabic,1658440501555593216,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exclusive/Discriminatory Discourse', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,نتطلع الى ترحيل السوريين الى بلدهم لأنهم غير محترمين لأنظمة السعودية العظمى التي آوتهم واطعمتهم وامنتهم بعد الله بكل احترام ٠,Neda,2023-12-12T01:42:04,Arabic,1659940529172348932,,2
Anti-Immigrant/Refugee,"['Country/Nationality', 'Target group is unclear or absent']",4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,لابد من ترحيل السوررين  لسوري,Neda,2023-08-04T10:43:22,Arabic,1659469078686322689,,1
Anti-Immigrant/Refugee,['Country/Nationality'],5,"['Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,يجب ترحيل هاؤلاء لمراركة الأجناس من الجزائر إلى زريبة سيدهم فإنهم وباء .,Neda,2023-12-12T01:41:42,Arabic,1659566355006275590,,2
Anti-Immigrant/Refugee,['Target group is more than one'],3,"['Symbolization', 'Exaggeration; Generalization; Attribution; Distortion:']",None,المفروض ترحيل لبلادهم البرماوية والافارقة والله ما شوهو منظر وسمعة مكة وجدة والمدينة الا هم,İsla,2024-03-18T12:27:24,Arabic,1659357580999663619,,2
Anti-Immigrant/Refugee,['Country/Nationality'],3,['Exaggeration; Generalization; Attribution; Distortion:'],None,تفاقمت أزمة وجود السوريين في لبنان، فهم من بداية الحرب نزحوا الى لبنان والى الآن بالرغم من إنحلال الحرب وإمكانهم العودة الى سوريا إلا أنهم لم يذهبوا الى بلدهم . فالحملات قائمة على ترحيل السوريين لأنهم من الواضح أنهم رفضوا العودة الى بلدهم بالرغم من الأزمات الإقتصادية المتصاعدة.,Neda,2023-11-14T07:57:27,Arabic,1659144973386670086,,1
Anti-Immigrant/Refugee,['Country/Nationality'],4,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,نتمنى ترحيل السوريين في اقرب وقت لكي يبني وطنة لان ثورتهم كانت كلها سربته اشعلها الاخونج وركبوها وتاجروا بها,Neda,2023-11-14T07:57:30,Arabic,1659631921217847323,,2
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",Low,"هذي الجنسية  ماتعيش ولا تحس بقيمتها إلا اذا انتحلت غيرهاا، تأكدت ع هالاساليب انهم معدومين الهوية والتاريخ والقيمة.
#ترحيل_المغربيات_مطلب",Neda,2023-12-12T01:41:31,Arabic,1658557014526574592,,2
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exclusive/Discriminatory Discourse', 'Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"#ترحيل_المغربيات_مطلب 
اهم شي عندها المخربيه تجيب عيال سعوديين و تجي و تعيش في بلدنا و تتمتع في خيراتها ، https://twitter.com/alruhaily_a/status/1659756115226251265…",Neda,2024-03-18T12:27:25,Arabic,1659790615658258432,,3
Anti-Immigrant/Refugee,['Country/Nationality'],6,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"#ترحيل_المغربيات_مطلب
نتمنى حملة مثل حملة مكافحة المخدرات تحمل المغربيات في باصات وختم نهائي وترحيل جماعي ومنع المغاربه من دخول السعودية الا من العمره والحج ولايخرجون عن نطاق الحرمين",Neda,2024-03-18T12:27:21,Arabic,1657499764856967168,,1
Anti-Immigrant/Refugee,['Country/Nationality'],7,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"مع هذه التغريدة لهذا البرتقالي ..نؤكد ضرورة ترحيل السوريين من بلادنا قبل ان يكونو عون وخدم لاعداءنا انتقاماً لرجوع العلاقات السعوديه السوريه 

تغريدة تعني با التحريض على القتل والاغتيالات والفوضى 

#ترحيل_السوريين_مطلب_امني_ووطني",Neda,2023-12-12T01:42:04,Arabic,1659626499098460160,,1
Anti-Immigrant/Refugee,['Target group is more than one'],3,"['Exclusive/Discriminatory Discourse', 'Symbolization']",None,يا ريت يتعمل حمله توقيع للمصريين علي الموافقه علي ترحيل اللاجئيين من مصر,İsla,2024-03-18T12:27:24,Arabic,1659357610502508545,,2
Anti-Immigrant/Refugee,"['Country/Nationality', 'Specific Opinion/Status/Practice; Professional Position Group', 'Target group is more than one']",6,"['Exclusive/Discriminatory Discourse', 'Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,والله يفترض ان يكون فيه ترحيل لكل وحده مالها شغل شريف في شركه او مصنع او غيرها وتجمعهم من اي جنسيه يعتبر مشكله على البلد باكمله خاصة ان الغالبيه مزورين ويقولون سعوديات ويسئون الى سمعة بلدنا واهلها,Neda,2023-12-12T01:41:58,Arabic,1659238662402342919,,3
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,عقبال ترحيل السوريين واليمنيين ويرجعون يعمرون اوطانهم ويخدمونها ويطورنها,Neda,2024-03-18T12:27:21,Arabic,1659149672647196672,,1
Anti-Immigrant/Refugee,['Country/Nationality'],10,"['Symbolization', 'Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,"إحنا آسفين يا بشار
بعد ما عاشرنا السوريين
و عرفناهم إنهم أوسخ شعب خائن مرتزق طائفي عنصري فاسد مفسد
عرفنا ان بشار راجل واسد اسم على مسمى
وهو عنده حق يضرب ويدعس السوريين بالصرماية القديمة على دماغهم
#ترحيل_السوريين_مطلب_امني_ووطني
#السورى_يرجع_بلده
#السوريين_اقارب_الدواعش",Neda,2023-08-04T10:43:38,Arabic,1659602840925487119,,4
Anti-Immigrant/Refugee,['Country/Nationality'],4,"['Exclusive/Discriminatory Discourse', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,اقترح ترحيل السوريين واليمنيين واللبنانيين لتحرير اوطانهم لننهي هرطقاتهم في شبكات التواصل لسنا وكلاء ادم على ذريته السعوديه وثرواتها للسعوديين,Neda,2023-11-14T07:57:32,Arabic,1659790417494175744,,2
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,نتمني من الحكومة الفلبينية انهم يسمعوا كلامك ويتم ترحيل جميع العمالة الفلبينية اللهم امين,Neda,2024-02-24T15:56:32,Arabic,1659545106087817216,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exclusive/Discriminatory Discourse', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"عقبال مايترحلون
 كل السعوديين والسعوديات متبهذلين منهم #ترحيل_المغربيات_مطلب امين استمري وطن",Neda,2024-02-24T15:56:34,Arabic,1659235879401947158,,2
Anti-Immigrant/Refugee,"['Country/Nationality', 'Target group is more than one']",5,['Threat of Enmity; War; Attack; Murder; or Harm'],None,كل الاحانب صارو غثاا عندنا كلهم كلهم يبغالهم ترحيل على بلادهم ما نبغا نشوف ولا اجنبي عندنا,Neda,2023-12-12T01:41:53,Arabic,1659882240376033281,,1
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"ترحيل اليمنه مطلب وضروره وطنية
ترحيل اليمنه مطلب وضروره وطنية

والله ثم والله ثم والله انهم اكبر خطر علينا وعلى البلد
عثوا فالبلد خراب ونهب لخيراته وفساد حسبنا الله ونعم الوكيل عليهم

جنوبهم وشمالهم وحوثيهم وحضارمهم جميعهم وجوه لعملة واحدة بإختصار

لا فرق بينهم
رحلوهم رحلوهم",Neda,2023-12-12T01:42:04,Arabic,1659899501253935104,,3
Anti-Immigrant/Refugee,['Country/Nationality'],6,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"ترحيل اليمنه مطلب وضروره وطنية
ترحيل اليمنه مطلب وضروره وطنية
ترحيل اليمنه مطلب وضروره وطنية

قلناه مرارا وتكرارا

ولا حياة لمن تنادي

والله انهم اكبر خطر علينا وعلى البلد وتنظيفه منهم مطلب وضروره

فاللهم فرحنا بترحيلهم عاجلا غير آجل مكفولهم ومجهولهم وشرعيتهم وحضارمهم",Neda,2024-04-08T12:14:48,Arabic,1659533033962078210,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,['Threat of Enmity; War; Attack; Murder; or Harm'],None,يكفي انتشار الامراض وعمليات الابتزاز التي تقوم عن طريق بعضهن حتى يكون  #ترحيل_المغربيات_مطلب2,Neda,2024-03-18T12:27:21,Arabic,1659197840818847749,,1
Anti-Immigrant/Refugee,['Target group is unclear or absent'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,لابد من ترحيل  اللاجيين قبل  تحديد  النسل,Neda,2023-12-12T01:42:04,Arabic,1659575687093665792,,1
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,لا تشملو اولاد الام البنانيه التي تزوجت من سوري مع نازحين ويجب ترحيل النازح والاجى الى بلدهم,Neda,2023-12-12T01:41:47,Arabic,1653111342432149533,,1
Anti-Immigrant/Refugee,['Target group is unclear or absent'],6,"['Exclusive/Discriminatory Discourse', 'Swearing; Insult; Defamation; Dehumanization']",Low,انهبلووااا  مير ذولا صلعوا عيني عينك  بكل وقاحه و يتكلمون كأنهم في بلدهم !!؟؟ من سمح له و كيف يطلع في بث مدري تصوير و كذا علني و ببجاحه يتكلم  لكن الحمدلله كلنا ثقة و أمل في حكومتنا الرشيدة تنظيف البلد و ترحيل هالاشكال منها ياالله يارب عاجلا غير آجل,Neda,2023-11-14T07:57:32,Arabic,1659879612531326976,,2
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,بدون تحدى احنا مع الحكومه ولامانع عندنا بالعوده اهم شي يتم ترحيل السوريين,Neda,2023-08-04T10:43:22,Arabic,1660026631963004930,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exclusive/Discriminatory Discourse', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"مصدر الرزق الوحيد للبنانيين المنهارين اقتصاديا
بيشيلوهن و بيحلّ محلن السوري اكيد

#ترحيل_السوريين_مطلب_امني_ووطني",Neda,2023-12-12T01:41:42,Arabic,1658113701788958727,,2
Anti-Immigrant/Refugee,['Country/Nationality'],5,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"اؤيدك
و نرجو من الريس ترحيل الاجءين
#ترحيل_السوريين_مطلب_شعبي",Neda,2023-08-04T10:43:38,Arabic,1657704073120952322,,1
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,قبل مايجون الاجانب لوطنا لم يكن هناك جرائم ولا قتل ولا مخدرات الحل الصحيح ترحيل الاجانب لما كنا سعوديين قبل اربعين سنه لافي اجرام ولا قتل ولا مخدرات كأن البلد نظيف صلاه وذهاب للمسجد وبعد صلاة العشاء نوم بدل ماتضع كاميرات رحل الاجانب وشوف بعدها النتيجه,Neda,2024-03-18T12:27:21,Arabic,1657475173287616517,,2
Anti-Immigrant/Refugee,"['Country/Nationality', 'Religion']",4,"['Exaggeration; Generalization; Attribution; Distortion:', 'Threat of Enmity; War; Attack; Murder; or Harm']",None,"ليت اولا يتم ترحيل الهندوس الي اول ماتصير مصيبه بالبلد لا قدر الله هم اول ناس يغدرون فينا  
اخواننا السوريين امرهم سهل ومشاكلهم قليل",Neda,2023-08-04T10:43:22,Arabic,1659611779402547233,,2
Anti-Immigrant/Refugee,['Country/Nationality'],6,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,"وهل يخفى القمر؟؟  لما يجتمع المر،،،//'""_ قة خمس قرو،،//ش تغير رايهم وتبدله من هنا لهناك نموذج عنهم 
#المغرب_مملكه_الثقوب #المغرب_اضحوكة_العالم #المغرب_مملكه_التلوين #المغرب_مملكة_الدعارة #ترحيل_المراركة_مطلبنا",Neda,2024-04-08T12:14:49,Arabic,1659292691224489994,,3
Anti-Immigrant/Refugee,['Country/Nationality'],7,"['Exaggeration; Generalization; Attribution; Distortion:', 'Swearing; Insult; Defamation; Dehumanization', 'Threat of Enmity; War; Attack; Murder; or Harm']",High,"الجزيرة عاملة تقرير عن ترحيل اللاجئين قسرا وقديش اللبنانية  méchant  بس ما خبروا الناس شو عم يعملوا السوريين بالبنان وهيدك بدو يبلغ عني قديش انا عنصري و مستفز بحق السوريين للي ما إلهم ذنب
طيب تفضلوا ضلوا يعذبوه لحتى مات الشاب.
هول مش نازحين هول داعش
نعم لرفع احتلال النازحين",Neda,2023-12-12T01:41:31,Arabic,1654432575018991617,,3
Anti-Immigrant/Refugee,"['Country/Nationality', 'Specific Opinion/Status/Practice; Professional Position Group']",3,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"الاسد و نظامه سفاحين
ولكن من قال ان المعارضين للأسد افضل منه او اقل اجراماً؟

رأينا اجرامهم بحق الجيش اللبناني في عرسال
وإجرامهم في سوريا نفسها حيث شكلوا فصائل ضاهت بإرتكاباتها افعال النظام وشبيحته

لا يعنيني من صراع السوريين بين بعضهم سوى ان يكون لبنان خالياً من النازحين
#ترحيل",Neda,2024-02-24T15:56:34,Arabic,1659303628564250626,,1
Anti-Immigrant/Refugee,"['Country/Nationality', 'Specific Opinion/Status/Practice; Professional Position Group', 'Target group is more than one']",4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,لو بس يتم ترحيل الوافدين وأحلالهم بالمواطنيين الباحثين والمسرحيين من العمل أحنا في خير... العماله الوافده ومنها المصريه الهنديه مسيطره على الأعمال..,Neda,2023-08-04T10:43:38,Arabic,1659790374817210368,,1
Anti-Immigrant/Refugee,['Country/Nationality'],4,['Threat of Enmity; War; Attack; Murder; or Harm'],None,"#ترحيل_السوريين_مطلب_امني_ووطني
كلها كم يوم ويتم ترحيلهم لبلدهم ان شاء الله تعالى.",Neda,2024-03-18T12:27:22,Arabic,1659760563629563905,,1
Arap Karşıtı,['Irk/Etnik Köken'],3,['Abartma; Genelleme; Yükleme; Çarpıtma'],Yok,@mehmetcanerguc Güzel abim en yakın arkadaşım da böyle düşünüyor. Ben sizi çok iyi anlıyorum canım abim ama lütfen pireye kızıp yorgan yakmayalım. 2028 de 15 milyon Arap seçmen olabilir işte o zaman kazanmamız daha da zorlaşır. Geleceğimizi düşünelim,Şura,2023-11-08T04:01:33,Arabian,1658010257111630080,Türkçe,1
Arap Karşıtı,"['Irk/Etnik Köken', 'Hedef grup birden fazla.']",4,['Simgeleştirme'],Zayıf,@_erdeem_ Türklerin çoğu ülkede zenci Arap çocuğu doğuracak ülke zenciler araplar ülkesi olacak Anadoluda Türk diye birsey kalmayacak 9 çocuğa karşı iki çocuk yapılıyor birde evlilikler oluyor Türkler zenci Arap çocuğu doğuruyor akp li Süleyman soyluda bunu istiyor pkk hdp 30 yıldır var,Firdevs,2023-08-25T19:01:36,Arabian,1658055286077136896,Türkçe,1
Arap Karşıtı,['Ülke/Milliyet'],3,['Simgeleştirme'],Yok,@BozokSncagi @TugrulTurkes Sen şu Arap milliyetçisi ümmetçi soslu Türk milliyetçisiyim diyenlerdensin siz Arap milliyetçisi siniz Türkü ağzına alma sen once,Şura,2023-08-17T21:14:31,Arabian,1658354848260058880,Türkçe,1
