genel_tutum,hedef_grup,derece,kategori,saldırgan_dil,tweet_text,annotator,uploaded_at,konu,tweet_id,dil
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,#KuduesBizimdir #hayirlicumalar https://t.co/UJnTpkuv9m,Selin,2023-04-05T13:42:41,Isr-Pal,1390484894493683714,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Milyon dolarlar telif edilmesine rağmen evlerini terk etmeyen Şeyh Cerrah Mahallesi sakinleri ne olursa olsun evlerini boşaltmayacaklarını söylüyorlar.

#hepimizmeryemiz #ŞeyhCerrahMahallesiniKurtarın #kudüsbizimdir https://t.co/kipwknPsvn",Hasan,2023-04-17T08:17:38,Isr-Pal,1390615224424751106,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#KudusBizimdir #MescidiAksaKırmızıÇizgimizdir #MescidiAksaYanlızDeğildir,İpek,2023-03-22T10:36:44,Isr-Pal,1390629367194210309,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Tek cümlede Kudüs:

“Kudüs Müslümanlarındır!”

#kudüsbizimdir
#kudüsbaskını https://t.co/i8qiAMjWo8",Meryem,2023-03-06T09:53:17,Isr-Pal,1390639890132570120,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Filistin Kur'an'ın kalbinden bir ayettir.
#FreePalestine
#KudüsBizimdir https://t.co/u35jaFGJbO",Selin,2023-04-05T13:43:02,Isr-Pal,1390640042729672717,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#KuduesBizimdir https://t.co/HQQAO6gKpc,Bekir,2023-04-03T14:23:43,Isr-Pal,1390646001950674949,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs Günü İslam'ın diriliş günüdür 

#DünyaKudüsGünü
#FreePalestine
#QudsDay2021 
#KudüsBizimdir
#القدس_اقرب 
 #يوم_القدس_العالمي https://t.co/UXItdJSNS2",Meryem,2023-02-15T08:25:57,Isr-Pal,1390654002484944898,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username #Kudusİslamındır,Meryem,2023-02-15T08:25:57,Isr-Pal,1390655405609656322,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs günü İslam'ın diriliş günüdür
#DünyaKudüsGünü
#FreePalestine
#QudsDay2021 
#KudüsBizimdir
#القدس_اقرب 
 #يوم_القدس_العالمي https://t.co/X6mRXWrL8o",Mehmet,2023-03-14T07:42:36,Isr-Pal,1390663218524266498,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs günü İslam'ın diriliş günüdür
#DünyaKudüsGünü
#FreePalestine
#QudsDay2021 
#KudüsBizimdir
#القدس_اقرب 
 #يوم_القدس_العالمي https://t.co/EY7sSS1y88",Elif,2023-03-14T07:45:45,Isr-Pal,1390672788898385924,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs günü İslam'ın diriliş günüdür
#DünyaKudüsGünü
#FreePalestine
#QudsDay2021 
#KudüsBizimdir
#القدس_اقرب 
 #يوم_القدس_العالمي https://t.co/Qrc2Ltb6nx",Nur,2023-03-21T13:10:41,Isr-Pal,1390673831543681024,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs günü İslam'ın diriliş günüdür
#DünyaKudüsGünü
#FreePalestine
#QudsDay2021 
#KudüsBizimdir
#القدس_اقرب 
 #يوم_القدس_العالمي https://t.co/oD370vjXVm",Meryem,2023-02-15T08:25:57,Isr-Pal,1390674016839553029,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüs günü İslam'ın diriliş günüdür
#DünyaKudüsGünü
#FreePalestine
#QudsDay2021 
#KudüsBizimdir
#القدس_اقرب 
 #يوم_القدس_العالمي https://t.co/k8SCMTT81C",Firdevs,2023-03-27T09:03:39,Isr-Pal,1390722433921994759,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,,,"@username @username freedom for palestine
we are with our palestinian brothers
#SaveSheikhJarrah
#FreePalestin
#MescidiAksa
#MescidiAksaBaskını
#Freedomofprayer
#Kudüs
#KudüsBizimdir",İpek,2023-01-26T11:41:17,Isr-Pal,1390814687051358218,Türkçe değil
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Köle olmayı kabullenmeyen nesillerin varlığı, özgürlüğün habercisidir.

#kudüsbizimdir #MescidiAksaYanlızDeğildir 
#MescidiAksa https://t.co/lfogiHnMgB",Meryem,2023-01-10T19:59:22,Isr-Pal,1390830912431169538,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Duruşunu bozma yiğidim... 
#MescidiAksa
#KudüsBizimdir
#KudüsKırmızıÇizgimizdir 
#AlAqsa 
#AlQods https://t.co/oVhi5d0cC3",Elif Erol,2023-02-16T09:10:43,Isr-Pal,1390846014819610624,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"İçimiz yanıyor Allah'ım. Tüm ümmeti Muhammede merhamet eyle. Bizlere yeniden bir diriliş ,uyanış nasip eyle. Mescidi aksaya  ve oradaki müslüman kardeşlerimize özgürlük nasip eyle🤲  Bu dava hor, bu dava öksüz ,bu dava büyük (N.Fazıl Kısakürek).
#Kudüsİslamındır
#KudüseSahipÇık https://t.co/0g826eFNqu",Meryem,2023-01-10T19:59:22,Isr-Pal,1390855554206244879,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#SaveSheikhJarrah 
#seyhcerrahmahallesinikurtarın 
#Palestine 
#Jerusalem
#FreePalestine 
#KuduesBizimdir 
#Filistin 
#FreePalestine
#Israel
#seyhcerrah 
#انقذوا_حي_الشيخ_جراح
#القدس_اقرب 
#لن_نرحل
#القدس_تنتفض 
#MasjidAlAqsa https://t.co/Wy8V7PK48z",Mehmet,2023-03-06T09:04:04,Isr-Pal,1390856109880139783,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username freedom for palestine
we are with our palestinian brothers
#SaveSheikhJarrah
#FreePalestin
#MescidiAksa 
#MescidiAksaBaskını #Freedomofprayer
#Kudüs 
#KudüsBizimdir",İpek,2023-02-15T08:35:50,Isr-Pal,1390857263208878081,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#kudüsbizimdir
#kudüsislamındır
#MescidiAksa https://t.co/6lGrEJdjEU",Meryem,2023-02-15T08:25:57,Isr-Pal,1390857981907152900,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Rabbim mekanını cennet eylesin Metin Balkanlıoğlu hocam özetlemiş.
#MescidiAksa 
#KudüsBizimdir

https://t.co/jHEnhrsfqP",Alara,2023-04-03T14:02:51,Isr-Pal,1390861394673799168,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaKırmızıCizgimizdir https://t.co/YwMOzJuneX,Meryem,2023-01-10T19:59:22,Isr-Pal,1390888623382437889,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Hepimiz Cenneti istiyoruz ama aynı İMTİHANI istemiyoruz... #KudüseSahipÇık #Kudüsİslamındır #kudüs #mescidiaksa #israel #kahhar #Ramazan #SaveSheikhJarrah https://t.co/EsUcf6YTXM,Mehmet,2023-03-14T07:41:58,Isr-Pal,1390934200077926403,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksa #kudüs  #KudueseSahipCık #Kudues https://t.co/XsKBxQJHZo,Elif,2023-03-20T08:49:44,Isr-Pal,1390942078692216835,Türkçe
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,"Allahım bize böyle evlatlar yetiştirmeyi nasip et. 
#KuduesBizimdir 
#Kuduesyalnızdegildir https://t.co/pakE5GH1BI",Selin,2023-04-05T13:40:33,Isr-Pal,1390946391476801536,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@Avicenna_Razi @paradise_day 😔🤲
#MescidiAksa 
#KudüsBizimdir",Ebrar,2023-02-01T17:44:11,Isr-Pal,1390948719290458113,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@hilal_skgl2 #KudüsBaskını #kudüs 
#KudüsBaskını #KuduesBizimdir",Elif Erol,2023-01-27T15:40:50,Isr-Pal,1390950489873920000,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#MescidiAksa 
#Kudüs
#KudüsBizimdir https://t.co/q89IkjmNLF",Ümit,2023-02-01T17:39:28,Isr-Pal,1390953590659993601,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@mrvsmy #KudüseSahipÇık...,Uğur,2023-01-10T19:57:58,Isr-Pal,1390957017460785155,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"“O gece tan yeri ağarıncaya kadar esenlik doludur.” 🌙
Selamete çıkaran tüm dualarımızın kabulü dileğiyle
#KadirGecemizmübarekolsun
#MescidiAksa #MescidiAksaKırmızıCizgimizdir https://t.co/r8CFm1B3ob",Elif Erol,2023-01-27T15:40:50,Isr-Pal,1390962136856375297,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Hepimiz aynı gemideyiz, bu zulme susarsan ZALİMSİN #MescidiAksaKırmızıCizgimizdir #MescidiAksaYanlızDeğildir #MescidiAksa https://t.co/0pRsR9zqiZ",Ebrar,2023-02-01T17:44:10,Isr-Pal,1390971320070967297,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Müslümanlar birlik olup ayağa kalksa Esir mi olurdu Mescid-i Aksa... 

#MescidiAksa #MescidiAksaKırmızıCizgimizdir",Meryem,2023-02-15T08:25:57,Isr-Pal,1390974055596105728,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#Kahrolsunİsrail https://t.co/zkOrofFMx9,Ümit,2023-02-01T17:39:28,Isr-Pal,1390982982308179971,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#KudüsFilistininBaşkentidir
#KudüsBizimdir https://t.co/rpNo9WWEgF",Batuhan,2022-12-30T17:14:27,Isr-Pal,1390984251840024576,
Nötr,"['Ülke/Milliyet', 'Hedef grup birden fazla.']",0,['Nefret söylemi bulunmuyor'],Yok,"Siyasilerin, devlet adamlarının, Gasıp İsrail'in yaptıklarına karşılık ""kınıyoruz, şiddetle kınıyoruz, öfkeyle kınıyoruz, kabul edemiyoruz"" söylemleri gerçekten sıktı artık. Bunu halk olarak biz yapıyoruz zaten. Siz bizden farklı olarak ne yapıyorsunuz? Bunu mu?! 
#kudüsesahipçık https://t.co/DZCJlPf40Y",Mert,2023-04-19T14:07:21,Isr-Pal,1390989901315952641,Türkçe
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,#KudueseSahipCık https://t.co/jJSHsjydc7,Uğur,2023-01-20T09:14:17,Isr-Pal,1390994327334227971,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@effdal_ #KudüsBizimdir 🙏🙏,Ebrar,2023-02-01T17:44:09,Isr-Pal,1390995370277277696,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"""Eğer zâlim ısrarla zulme devam ediyorsa, bil ki sonu yakındır.. Eğer mazlum da ısrarla direniyorsa, bil ki zafer yakındır..""
Hz. Ali

#MescidiAksaYanlızDeğildir
#MescidiAksaKırmızıCizgimizdir
#MescidiAksaOnurumuzdur https://t.co/3gCOxYGrlf",Meryem,2022-12-30T17:18:10,Isr-Pal,1391029827357003781,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur,Selin,2023-04-05T13:43:02,Isr-Pal,1391042648815902723,Türkçe
Nötr,['Hedef grup birden fazla.'],Emin değilim.,['Emin değilim'],Yok,#MescidiAksaOnurumuzdur,Uğur,2022-12-30T17:18:46,Isr-Pal,1391053817630842886,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur,Elif Erol,2023-02-16T09:10:43,Isr-Pal,1391054251162492931,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur https://t.co/iAoodxv8e6,Ebrar,2023-01-23T09:42:59,Isr-Pal,1391055614646829056,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur https://t.co/Xmcmde7cBH,Uğur,2023-01-10T19:57:58,Isr-Pal,1391069430600376328,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Kudüslü gençler işgal polisinin devriye araçlarından birine Filistin bayrağı astı.
😊🥰
 #MescidiAksaOnurumuzdur https://t.co/j2JCoSLNeF",İpek,2023-03-22T10:35:53,Isr-Pal,1391071918611177482,Türkçe
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur,Uğur,2023-01-20T09:14:17,Isr-Pal,1391073135190020098,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,. #MescidiAksaOnurumuzdur,Hande,2023-04-11T08:09:44,Isr-Pal,1391073206262501381,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Manchester City
1 - 1
Chelsea  
TOPLAM GOL 2.5 ÜST ORAN 1.96
#GSvsBJK 
Falcao 
#FenerinMaçıVar 
İyiKiDoğdun EdaYıldız 
#OrdularAksaya 
#KapatÇeneniDemetAkalın 
Arap 
#BoşYapmaYemiyoruz 
#shiba 
#canlıbahis 
#btc 
#iddia",Ebrar,2023-02-01T17:44:10,Isr-Pal,1391089451586179072,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Üç şeritli, bölünmüş yolla gittiğiniz hiçbir yer doğal yayla değildir. 

#GSvsBJK
#BoşYapmaYemiyoruz
#OrdularAksaya https://t.co/scay0aL529",Ümit,2023-02-01T17:39:29,Isr-Pal,1391089978642505738,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur  Din particiliğe gelmez particilik oyunlarını bırakıp bir olmalı diri olmalıyız yeniden.Bu zulmün bitmesi için tek yol particiliği bırakıp iman kardeşliğini kurmak.Aramıza koyulan fitneyi yok edip ırkçılığı bırakıp Türk Kürt Arap ayırmadan tek yürek.,İpek,2023-03-22T10:36:44,Isr-Pal,1391096232764923904,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"İSRAİL FİLİSTİN'DEN NE İSTİYOR?

İSRAİL NEDEN KUDÜSÜ İSTİYOR?

TÜRKİYE BU KONUDA NELER YAPTI NELER YAPIYOR?

Devamı için ;
https://t.co/jSe1eJal7a

#MescidiAksaOnurumuzdur
#KadirGecesi https://t.co/NZfeHUiUo2",Ebrar,2023-01-23T09:42:59,Isr-Pal,1391099839824470021,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@RTErdogan #MescidiAksa #MescidiAksaOnurumuzdur #MescidAksa https://t.co/0WQhQ0EyRx,Ebrar,2023-02-01T17:44:10,Isr-Pal,1391109562799988748,Türkçe
Nötr,"['Hedef grup belirgin değil veya yok.', 'Hedef grup birden fazla.']",0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur #MescidiAksaYanlızDeğildir https://t.co/Igs5fUTRR3,Ebrar,2023-02-01T17:44:10,Isr-Pal,1391110361496104961,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur,Elif,2023-03-20T08:49:44,Isr-Pal,1391110525552050176,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"YAKINDA...
BEKLEYİN.
#Kudues
#KudusBizimdir
#KudueseSahipCık
#KuduesBaskını
#OrdularAksaya https://t.co/ryyLWX6VbW",Ebrar,2023-02-01T17:44:09,Isr-Pal,1391111020475830273,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#MescidiAksaOnurumuzdur #MescidiAksa #MescidiAksaYanlızDeğildir
Ümmeti Muhammed sahipsiz değildir.",Ebrar,2023-02-01T17:44:09,Isr-Pal,1391112792221130754,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Bu gece dualarımızdan eksik etmememiz gereken en mühim husus.
#MescidiAksaOnurumuzdur https://t.co/Rb5PR5UV0Z",Ebrar,2023-01-23T09:42:59,Isr-Pal,1391112860831465476,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"#KadirGecesi
#MescidiAksaOnurumuzdur https://t.co/uNgEyv5wBD",Ümit,2023-02-01T17:39:28,Isr-Pal,1391118965267734528,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,Komutanı Muhammed (sav) olan bir ümmet boyun eğmeyecek #Kudues #FreePalestin #MescidiAksa #MescidiAksaOnurumuzdur #kadirgecemizmuebarekolsun https://t.co/O6UFwlZWgh,Mehmet,2023-03-14T07:41:58,Isr-Pal,1391127279275757572,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksa #MescidiAksaOnurumuzdur #KudueseSahipCık #kuduesbizimdir #Filistin #FilistinDireniyor #Yahudiler #MescidiAksaYanlızDeğildir #Kudues #DuenyaKuduesGuenue #MescidAksa #Kudüs https://t.co/3yoJEHl7eV,Ebrar,2022-12-30T17:18:28,Isr-Pal,1391145992058249217,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksa  #MescidiAksaOnurumuzdur  #MescidiAksaYanlızDeğildir  #MescidiAksaKırmızıCizgimizdir   #MescidiAksaBaskını  @RTErdogan  @tcbestepe @tcbestepe_fr,Ebrar,2022-12-30T17:18:28,Isr-Pal,1391146829950165001,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur https://t.co/nPOV2APg68,Ebrar,2023-02-01T17:44:09,Isr-Pal,1391156047558107137,Türkçe
Nötr,['Ülke/Milliyet'],0,['Nefret söylemi bulunmuyor'],Yok,"İsrail’in ilk kıblemiz #MescidiAksa’ya yönelik maalesef her Ramazan ayında gerçekleştirdiği menfur saldırıları şiddetle kınıyoruz. 
Türkiye olarak her hal ve koşulda Filistinli kardeşlerimizin yanında olmaya devam edeceğiz.
#MescidiAksaOnurumuzdur https://t.co/SIRmlBH9ux",Uğur,2022-12-30T17:18:46,Isr-Pal,1391160091043377152,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,@username #MescidiAksaOnurumuzdur,Alara,2023-04-03T14:02:51,Isr-Pal,1391160965270581254,Türkçe
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"@username Amin amin 
#KudüsBizimdir ..",Meryem,2023-02-15T08:25:57,Isr-Pal,1391166241344266248,Türkçe
Alakasız,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,"Carlos Manucci Trujillo
0 - 0
Ayacucho FC  
ilk yarı 0.5 üst oran 1.88
#GSvsBJK 
Falcao 
#FenerinMaçıVar 
İyiKiDoğdun EdaYıldız 
#OrdularAksaya 
#KapatÇeneniDemetAkalın 
Arap 
#BoşYapmaYemiyoruz 
#shiba 
#canlıbahis 
#btc 
Mesut 
Valencia
KOYDUK MU",Batuhan,2022-12-30T17:14:27,Isr-Pal,1391167506715398145,
Nötr,['Hedef grup belirgin değil veya yok.'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur https://t.co/QTws0ZmbiN,Meryem,2023-02-15T08:25:32,Isr-Pal,1391172443125977089,Türkçe
Nötr,['Din'],0,['Nefret söylemi bulunmuyor'],Yok,#MescidiAksaOnurumuzdur https://t.co/GtTxUUxrOr,Ümit,2023-01-10T19:58:51,Isr-Pal,1391180885727264772,
