Tweet_id,Text,Error Label,Span,Span Label,Correct Span,Category,Category Label,Correct Categories,Target,Target Label,Correct Targets,Notes
1658531931753968128,@Siyahisolkanat Alevi dedesi Kemal Yalandaroğlu yalan söyleyecek değil ya! Adam kazandım diyor YSK kim heblubehajslal https://t.co/eVBJJGdxBy,Correct,Alevi dedesi Kemal Yalandaroğlu,Correct,,Swearing; Insult; Defamation; Dehumanization,Wrong,Attribution; Distortion,Alevi,Correct,,
1658055286077136896,@_erdeem_ Türklerin çoğu ülkede zenci Arap çocuğu doğuracak ülke zenciler araplar ülkesi olacak Anadoluda Türk diye birsey kalmayacak 9 çocuğa karşı iki çocuk yapılıyor birde evlilikler oluyor Türkler zenci Arap çocuğu doğuruyor akp li Süleyman soyluda bunu istiyor pkk hdp 30 yıldır var,Correct,"zenci Arap çocuğu doğuracak,ülke zenciler araplar ülkesi olacak,Türk diye birsey kalmayacak,Türkler zenci Arap çocuğu doğuruyor",Correct,,"Swearing; Insult; Defamation; Dehumanization,Exaggeration; Generalization; Attribution; Distortion,Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization",Correct,,Arab,Correct,,
1658468559729889024,"@DrSinanOgan Bırakmayın, ülkemde Türk kadınlarına Türk insanına bakarak tecavüz taciz eden Arap zihniyetini istemiyorum ,sokak ortasında Türk kadınına bakarak mastürbasyon yapan Arap zihniyeti istemiyorum, ümmet ümmet diyerek Türk kimliğini ayaklar altına alanları sevindirmenizi istemiyorum⬇️",Correct,"Arap zihniyetini istemiyorum,tecavüz taciz eden Arap,mastürbasyon yapan Arap,Türk kimliğini ayaklar altına alanları",Correct,,"Exclusive/Discriminatory Discourse,Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",Correct,,Arab,Correct,,
1658076704982565120,@bhdrkm58 @gizemyceee @sadecesidde @berkcanguven profilde nie noodle diliyle bir seyler yazilmis la okunmuyo arap sevici orospu ccougu seni kapali anani skecemm yolla bana izmirdeyim,Correct,"arap sevici orospu ccougu seni,skecemm yolla bana izmirdeyim",Correct,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization;",Incomplete,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization; Threat of Enmity; War; Attack; Murder; or Harm",Arab,Correct,,
1657902996330627072,@scypt_musician @gizliservis06 aslan bana kuru milliyetçilik yapma bu milletin hiçbir evladı arap bedevileri için refahından pay vermeyecek hastaneelrde para verirken 2. sınıf vatandaş gibi onunda parasını ödemeyecek yılda binlerce dolar onlar yerine yine bizim vergimiz bize dönecek Önce Can sonra CANAN,Erroneous,"Arap sevici ahtapotlarla,Türk düşmanı hümanistlerin değildir",,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Arab,,,
1658749644619279872,Hırsızlara sapıklara yalancılara iftiracılara oy veren ğötveren Arap tohumu dindoş mallar var adiler utanmazlar https://t.co/zLfwSdl9ny,Correct,"Arap tohumu,mallar",Incomplete,"ğötveren, Arap tohumu,mallar, adiler, utanmazlar","Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",Correct,,Arab,Incomplete,"Arab, görüş/statü/mesleki pozisyon",
1657926160782000128,,Erroneous,"gerçek yamyamlar,birkaç karnını doyuracağız diye",,,"Swearing; Insult; Defamation; Dehumanization,Swearing; Insult; Defamation; Dehumanization",,,Arab,,,
1658522955616222976,@kilicdarogluk Bugün 5 tane şehit verdik ortağı olduğunuz PKK sevicileri tarafından hiç vicdanın sızladı mı Ermeni alevisi,Correct,Ermeni alevisi,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Incomplete,"Armenian, Alevi",
1658599351445253888,@sidar61710806 @fatihportakal @kilicdarogluk @meral_aksener @PervinBuldan @hdpdemirtas @Ahmet_Davutoglu @DrSinanOgan Cesareti verdiniz sayenizde o sahneleri daha cok göreceğiz pkk demek ermeni demek kürt düşmanı demek. Meclise soktunuz şimdi ağlamayın bugün 5 şehidimiz var bilmem vicdanınıza dokunur mu,Correct,pkk demek ermeni demek kürt düşmanı demek,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,Armenian,Correct,,
1658703484135375104,"@misvakcaps Turkiyede hukumette yönetimdeki 
Recep Tayyip Erdogan Suleyman Soylu Hulusi Akar Hakan Fidan
sayesinde teröristkatil ermeni yahudi pkk/ypgliler istanbul ve diger şehirlerde bebekleri çocuklari öldüremiyor
Laikchpiphdpyesilsolhukumetinde her sehirde yeniden bebeklere saldirir pkk https://t.co/tVizZcjZVp",Correct,teröristkatil ermeni,Incomplete,teröristkatil ermeni yahudi pkk/ypgliler,Swearing; Insult; Defamation; Dehumanization,Incomplete,Swearing; Insult; Defamation; Dehumanization;Exaggeration; Generalization; Attribution; Distortion,Armenian,Incomplete,"Armenian, Jewish",
1657987358405402880,@AsiLaz_61 Atatürk'ün resimlerini çöpe atan sfresizler baharı gtunuze girdimi şimdi.  Atatürk'ün ibne gibi heykelini yapan pçler. Ulan Atatürk Türk Türk. Sizin Ermeni pç değil,Correct,Atatürk'ün ibne gibi heykelini yapan pçler. Ulan Atatürk Türk Türk. Sizin Ermeni pç değil,Incomplete, sfresizler baharı gtunuze girdimi şimdi.  Atatürk'ün ibne gibi heykelini yapan pçler. Ulan Atatürk Türk Türk. Sizin Ermeni pç değil,Swearing; Insult; Defamation; Dehumanization,Incomplete,Swearing; Insult; Defamation; Dehumanization;Symbolisation,Armenian,Correct,,
1658529038137188096,@iyiphaber Ülkenin muhalefeti  bir ermeni kalıntı kırıntısı fahişenin laflarıyla yönlendirilmeye başladı vaaaayy ülkem vaaaayy,Correct,ermeni kalıntı kırıntısı fahişenin,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1658154910624390912,@fatihportakal Azerbaycandan dost olmaz dedinya dogru demissin senin gibi ermeni tohumlarina azerbaycandan dost olmaz dogru tespitte bulunmussun..onu bunu yargiliyicaz diyosunuzya.Turkiye sizin degil kendinize gelin siz Turkiyeyi temsil etmiyosunuz siz ermenistani avrupayi temsil ediyosunuz.,Correct,senin gibi ermeni tohumlarina,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1658430218632045056,"@ei8hty_ei8ht @TCMuge @_aslantug Tip ysp'nin yandan cakmasidir, hüdaparin seriatsiz, sosyalist versiyonudur. Ermeni oldunuz Türk olamadınız, çok enteresan bir olusumsunuz",Correct,Ermeni oldunuz Türk olamadınız,Correct,,Exclusive/Discriminatory Discourse,Correct,,Armenian,Correct,,
1658771134773448960,@turarms_news Başkanla bitmez nerde pkk sevicisi sözde ermeni soykırımı destekleyici dhkpc destekçisi varsa CHP'de,Correct,pkk sevicisi sözde ermeni soykırımı destekleyici dhkpc destekçisi varsa CHP'de,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,Armenian,Incomplete,"Armenian, görüş/statü/mesleki pozisyon",
1658139896547033088,@gulsumkagatun @dileysss @DijitalNabiz @TurkcuPaylasim Ermeni Çeteleri ile birleşirsen Milliyetçiler de Erdoğan ile birleşir.,Correct,Ermeni Çeteleri ile birleşirsen,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,Armenian,Incomplete,"Armenian, görüş/statü/mesleki pozisyon",
1658743904999546880,@Zeynep27981210 @KumandanRte Adam vekil vermeyi seviyor hayır olarak para kullanmıyor vekil kullanıyor Allah rızası için bir sadaka diyene adam vekil veriyor bu bayramda kurban olarak vekil keser diye korkuyordum da Allahtan ermeni olduğunu öğrendim  için rahatladı,Correct,Allahtan ermeni olduğunu öğrendim,Correct,,Swearing; Insult; Defamation; Dehumanization,Incomplete,Swearing; Insult; Defamation; Dehumanization;Symbolisation,Armenian,Correct,,
1658340270931336960,"@Profesorfacia Ermeni kemal seloyu apoyu hapisteki pkk lıları bırakacaksın pkk yeniden dirilecek sayende karakol basacak bebek, polis, asker, öğretmen, işçi şehit edecek.",Correct,"Ermeni kemal,şehit edecek",Wrong,Ermeni kemal,"Swearing; Insult; Defamation; Dehumanization,Threat of Enmity; War; Attack; Murder; or Harm",Wrong,Swearing; Insult; Defamation; Dehumanization;Symbolisation,Armenian,Incomplete,"Armenian, görüş/statü/mesleki pozisyon",
1658083681620180992,Karadenizli olmakla gurur duyuyorum. Gerçek Türklerden size oy moy yok. Ermeni artıkları! https://t.co/oKLys9UZAY,Correct,Ermeni artıkları,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1658404978585752064,"@ismailozdemirrr @dbdevletbahceli Ismail, sen ermeni dölü olabilirsin. Sen teröriste destek veren bir çöpsün.",Correct,ermeni dölü,Incomplete,sen ermeni dölü olabilirsin. Sen teröriste destek veren bir çöpsün.,Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1658017521046523904,@Mefa_422 @tefsircii Demek ki ermeni tohumları verimli çıkıp beklenenin üstünde çoğalmışlar. Terörseviciler artmış böylelikle. Garip olan bir şey yok.,Correct,ermeni tohumları,Incomplete,"ermeni tohumları, terörseviciler",Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1658514893182468096,@ANALDELREY85 @EkReMUsTaD @kilicdarogluk Ermeni soyu derken üzgünüm ki teşbihte hata yapmıyoruz…Maalesef gerçek.Neden hiçbir Chp li arkadaşım yorum yazamıyor.Normalde herseye saldırırlar.🙈🙉🙊 nu oynamayın artık rica ediyorum 🙏,Correct,Ermeni soyu,Correct,,Symbolization,Incomplete,Swearing; Insult; Defamation; Dehumanization;Symbolisation,Armenian,Incomplete,"Armenian, görüş/statü/mesleki pozisyon",
1658236346157104896,"@tele1comtr Bu adam sussun. Valla oy kaybettiriyor.
Yargilayacagiiiiiiz dedikçe insanlar Erdoğan'i koruma iç gudusune giriyor. Daha da bağlaniyor.
Şu Ermeni seviciyi cikarmayiiiiin",Correct,Ermeni seviciyi,Correct,,Exaggeration; Generalization; Attribution; Distortion,Wrong,Swearing; Insult; Defamation; Dehumanization;Symbolisation,Armenian,Correct,,
1658201820215356928,"@sevilayyaziyor Adam yine kazandı
Fetöye hdpkk ya satılık iş adamlarına sözde sanatçı ve medya bozuntularına çakma müslüman çakma milliyetçilere haçlı ya yunana ermeni yahudi batı devletlerine içteki ve dıştaki HAİNLERE 17 düvele karşı
Erdoğan kazandı
Yine kazanacak https://t.co/XcauBKEffs",Correct,haçlı ya yunana ermeni yahudi,Incomplete,"haçlı ya yunana ermeni yahudi, batı devletlerine içteki ve dıştaki HAİNLERE",Exclusive/Discriminatory Discourse,Incomplete,Exaggeration; Generalization; Attribution; Distortion;Exclusive/Discriminatory Discourse,Armenian,Incomplete,"Christians, Greek, Armenian, Jewish, the West",
1658502156536750080,@SkyFall1614 CHP'liler biraz mantık yürütün.@kilicdarogluk bir Ermeni.Karabulut olan soyadını Kılıçdaroğlu olarak değiştirdi.Annesinin adı Yemuş.Amcasının oğlu İbrahim Karabulut PKK'nın Hamburg sorumlusu.Bunların HDP ile işbirliği yapması tesadüf mü?PKK da Ermeni Asala'nın uzantısı.Basit.😁 https://t.co/h1ssJmWRxE,Correct,"bir Ermeni,PKK da Ermeni Asala'nın uzantısı",Correct,,"Swearing; Insult; Defamation; Dehumanization,Exaggeration; Generalization; Attribution; Distortion",Wrong,Exaggeration; Generalization; Attribution; Distortion;Exclusive/Discriminatory Discourse,Armenian,Correct,,
1658754975042792960,@medyaadami @gulinguliin Şu yorum yapanlara bakıyorum üzüldüm bizim 50 bin şehidimiz bu PKK sevicileri için onların masum gösterenler için bedel vermişler can vermişler. Yazık  ki bu Ermeni sevicilerle aynı topraklarda yaşıyorum.,Correct,Ermeni sevicilerle,Correct,,Exaggeration; Generalization; Attribution; Distortion,Correct,,Armenian,Correct,,
1658736405432892928,@ATAISIK_ Haydee jaydee siktirij gidin bu ülkeden pkk yandaşları sizi ulan reisi ezdirirmiyiz size ermeni tohumları,Correct,ermeni tohumları,Incomplete,"siktirij gidin,ermeni tohumları",Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1658505464852750080,@NerissaKatun @ErdalErcebi @umaydoktrin @kilicdarogluk Sen benimle uğraşacağına bay Kemalin yanına git. son bir saat Sinan oğan adına çekilsin. bozkurt Sinan olmazsa Osmanlılı tayibe oylar. ermeni Kılıçdaroğluna oy yok.,Correct,ermeni Kılıçdaroğluna,Correct,,Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1657950738465579008,"@nabiontanya Tip yedi, Ve sizin LGBT takıntınız sizi yok etti.

Kürtler muhafazakar milliyetçidir, Gidip'de ermeni savunursan sana böyle %8 oy çıkar.

Hepinize müstahak, kusura bakma ama Kürtler beyinsiz:)",Correct,ermeni savunursan,Incomplete,"ermeni savunursan, Kürtler beyinsiz",Exclusive/Discriminatory Discourse,Incomplete,Swearing; Insult; Defamation; Dehumanization;Exclusive/Discriminatory Discourse,Armenian,Incomplete,"Armenian, Kurdish",
1658764168709766912,"Rum ve Ermeni kırığı Chp liler;
Bak işte siz busunuz.Siz sizden olmayana Ekmek vermezsiniz. https://t.co/w01I5PXnqp",Correct,Rum ve Ermeni kırığı,Incomplete,Rum ve Ermeni kırığı Chp liler;,Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Incomplete,"Armenian, görüş/statü/mesleki pozisyon",
1658188555846311936,"@kemalistharika Peki trabzonlu hemserim kk bunları söyledikten sonra kimlerle yola çıktı kimlere özgürlük vaddetti 
Maçka dağlarında 15 yaşında kanını toprağa bırakan erenin hatrı kk dan daha az ise lafım yok 
Alevi kürt olması bizim için sorun olmaz lakin ermeni olması benimiçin büyük bir sorun",Erroneous,ermeniyas,,,Exclusive/Discriminatory Discourse,,,Armenian,,,
1658085081611661056,@su_acayip_kisi @absurtolaylar Komando Askerlik yaptım pkkyla catistim. Akrabalarimdan  şehitlerler ülke için bedel ödedik gidip ne olduğu belli olmayan Ermeni bay bay kemalemi oy verecektik tabiki ERDOĞAN diyoruz ☝🏿🔥🔥🇹🇷,Correct,ne olduğu belli olmayan Ermeni,Correct,,Exclusive/Discriminatory Discourse,Incomplete,Exclusive/Discriminatory Discourse;Swearing; Insult; Defamation; Dehumanization;Symbolisation,Armenian,Correct,,
1657987841639472896,@aslansinann7 Maraşlinin  senin iki boklu pantolanuna ihtiyacı yok anladın mı amcik ağızlı Ermeni simdi defol git .,Correct,amcik ağızlı Ermeni,Incomplete,"senin iki boklu pantolanuna, amcik ağızlı, Ermeni simdi defol git",Swearing; Insult; Defamation; Dehumanization,Correct,,Armenian,Correct,,
1658099425108016896,"@DmitriMendeley1 @portovechiaaa @iosedat Sana düşmanca yanaşmıyorum bana yazana kadar araştır diyorum. İdeoloji diyorsun, nerede ne zaman görülmüş elin gâvuru ile Türkün ideolojisinin uyumlu olduğu. Gerçi adamların hepsi ermeni sende haklısın. Elinin altında google amca var sor ona o sana yazdıklarımın cvbını verir.",Correct,hepsi ermeni,Incomplete,"elin gâvuru,hepsi ermeni",Exaggeration; Generalization; Attribution; Distortion,Incomplete,"Exaggeration; Generalization; Attribution; Distortion,Swearing; Insult; Defamation; Dehumanization",Armenian,Incomplete,"Non-Muslims, Armenian",
1658076990954429952,@KemalMelissa @umitozdag Umit Bey ermeni soykirimi taniyan CHP zihniyetinden uzak durunuz @umitozdag @DrSinanOgan https://t.co/ZoTfboshDj,Correct,ermeni soykirimi taniyan ,Incomplete,ermeni soykirimi taniyan CHP zihniyetinden,Exaggeration; Generalization; Attribution; Distortion,Correct,,Armenian,Incomplete,"Armenian, görüş/statü/mesleki pozisyon",
1658367373018124032,Hani bu ülkeyi terkediyordunuz niye defolup gitmiyorsunuz biz bu ülkede ermeni istemiyoruz. https://t.co/OcpY5yXHCZ,Correct,defolup gitmiyorsunuz biz bu ülkede ermeni istemiyoruz,Correct,,Exclusive/Discriminatory Discourse,Incomplete,"Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse",Armenian,Correct,,
1658363279998107904,@SadieCleoLola21 @tanjuozcanchp @888iiiiiiii Üç tane mv için 61 tane teröristi görmezden geleceğimizi sanan kit akıllı terörist seni. Chpnin cikardiklarinin çoğu ya fetöcü ya terör sempatizanı ya ermeni attığı bir tane Atatürkçü yok.,Correct,"terörist seni,ermeni",Incomplete,kit akıllı terörist seni. Chpnin cikardiklarinin çoğu ya fetöcü ya terör sempatizanı ya ermeni attığı.,"Swearing; Insult; Defamation; Dehumanization,Exclusive/Discriminatory Discourse",Correct,,Armenian,Incomplete,"Armenian, görüş/statü/mesleki pozisyon",
1658357055361523968,"chp kurucusu Atatürk ve zaten Atatük ü Türk olmayan insanlar sevmez kimler sevmez biliyor musun 
yunan ermeni inngiliz fransız italyan alman sevmez https://t.co/AuQIPYnN4F",Erroneous,terörist katil ermeni,,,Swearing; Insult; Defamation; Dehumanization,,,Armenian,,,
1658227124946320896,@DrDouAkar1 @Masumlimon1 Lan sen geçmişini bi araştır bakalım Osmanlıya dayanıyor mu ? Dayanıyorsa senin ninen de çarşaflıydı. Eger dayanmıyorsa aynı Osmanlıdaki gibi şimdiki azınlık ermeni tohumusunuz,Correct,ermeni tohumusunuz,Correct,,Swearing; Insult; Dehumanization,Correct,,Armenian,Correct,,
1658444818933063936,@yenisafak Bu kadın müslüman olamaz uzaktan yakından alakası bile yok bu Ermeni bunların zihniyeti hep böyledir kıyamete kadarda böyle olacak surata baksana maymun gibi,Correct,"ermeni,maymun gibi",Correct,,"Exclusive/Discriminatory Discourse,Swearing; Insult; Dehumanization",,,Armenian,,,
1658010991341486080,@SoldByOktay @YasharH3 Sebe şu! Erdoğan çok güclü ve kararlı! Farsi faşistler ondan korkuyor! Erdoğan olmazsa Farslar Azerbaycana saldırır Ermeni itini korur!,Correct,Ermeni itini,Correct,,Swearing; Insult; Dehumanization,,,Armenian,,,
1657927395968527872,@pinaryaziyor Deveye diken İstanbul luyu skn yarar kira mira hikaye seçmenin yarısı pkk yarısı ermeni Rum. Hayin nankör o.yuzden İzmir İstanbul bokda yese CHP der,Correct,pkk yarısı ermeni Rum,Incomplete,"pkk yarısı ermeni Rum, hayin, nankör",Swearing; Insult; Dehumanization,,,Armenian,,,
1658630214589592064,"@Siyahmavi3838 İşte tam da bunu ifade ederek söylemiştim bu kahpelerin Kürt müslüman olduklarına inanmıyorum, bunlar sadece Ermeni asıllı piç kuruları, derhâl soruşturma başlatılsın hemde derhâl",Correct,Ermeni asıllı piç kuruları,Correct,,Swearing; Insult; Dehumanization,,,Armenian,,,
1658259435599417088,"@DafneEren Haklısın içerisinde gayrımüslim yahudi ve ermeni asıllılar, sebateyistler ve din değil ama islam düşmanı %25 sabit kitle ki ne kitlersen yerler+ % 9 hdpkk teröristi + % 6 fetö teröristi ve % 5 de ak partiden kovulan veya marjinal ahmak olan dhkpc ve tip gibi embesilleri de… https://t.co/H17LbAYOOv",Correct,"ermeni asıllılar,sebateyistler,islam düşmanı",Correct,,"Exclusive/Discriminatory Discourse,Symbolization,Swearing; Insult; Dehumanization",,,Armenian,,,
1658105292603772928,"@Transferhaber6 Kimse kusura bakmasın, ermeni kadının balası asla Türk’e başkan olamaz !(ırkçılıkla alakası yok) adayınızı belirlerken kaybettiniz.",Correct,ermeni kadının balası asla Türk’e başkan olamaz,Correct,,Exclusive/Discriminatory Discourse,,,Armenian,,,
1658432351544672000,@dk_imamoglu @rahsangulsan Çocuklarımızın yarınlarını siz karartacaksının terör ve ermeni severleri çok yazık sizlere bu kadar vatan düşmanlığı olmaz.....?,Correct,ermeni severleri,Correct,,Exclusive/Discriminatory Discourse,,,Armenian,,,
1658163412092826112,"@Mehmetguler0239 @aysegultlc @FerhadUzun21 @kilicdarogluk @ekrem_imamoglu HDP de yok mu, hangi vicdan kendi çocuğunu avrupaya , garibanın çocuğunu dağa yollar.
PKK ve destekçilerinin çoğu cihan harbinde hamile kadınlarımızın karnını deşen ermeni militanlarının tohumları.
Ki o yıllarda onların hakkından gelenlerde Kürt kardeşlerimizdi.",Correct,ermeni militanlarının tohumları,Correct,,Swearing; Insult; Dehumanization,,,Armenian,,,
1658499806736666880,@aleynaklcdarglu Hastr lan Ermeni tohumu şerefsizler. Ne bok olduğunuzu tüekiyenin yarısından fazlası biliyor geri kalan da iq ortalamasını düşüren aptallar.,Correct,"Ermeni tohumu,şerefsizler",Correct,,"Swearing; Insult; Dehumanization,Swearing; Insult; Dehumanization",,,Armenian,,,
1658171382511854080,"@nikopoliidis @furkancerkes O cümleye gitmeye gerek yok. Atatürk düşmanı ve Ermeni sevici Canan’ı il başkanı, yüksel taşkını, Sadullah ergini ve buna benze 35 40 mv chp saflarında nasıl seçtiniz. Atatürkçüsün ya mantıklı bir cevabın vardır",Correct,Ermeni sevici,Correct,,Exclusive/Discriminatory Discourse,,,Armenian,,,
1658190798779736064,@miray_denizzz @lordsinov Yav yabancı düşmanlıgını anlıyorum da Millet ittifakında zaten Türk yok Buna ne diyorsun Birinin anası Ermeni birinin babası yahudi e nasıl olacak .d,Correct,Birinin anası Ermeni birinin babası yahudi,Correct,,Exclusive/Discriminatory Discourse,,,Armenian,,,
1658737994390553088,"@kilicdarogluk ermeni yahudisi (pakraduni) birinden ancak bu beklenirdi, yine beklentileri doğru çıkardın, cibilliyetini gösterdin, seni oraya kasetle  oturtan okyanus ötesine borcunu ödediniz. Hem bu Vatanın ekmeğini ye hemde ihanet et, yazıklar olsun...",Erroneous,"ermeni yahudisi (pakraduni),ciisdemir",,,"Swearing; Insult; Dehumanization,Swearing; Insult; Dehumanization",,,Armenian,,,Bunda ilk kelimeler doğru ama nedense twette olmayan başka bir kelime daha almış
1534982546592874498,"@username @username @username @username ANSIZIN GELEBİLİRİZ
#ŞakamızYokYunanistan https://t.co/JNgBsBrErh",Correct,ANSIZIN GELEBİLİRİZ #ŞakamızYokYunanistan,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Greek,,,
1566515940090601472,"Yunanistan için tehlike sirenleri çalıyor… 
Titre Yunanistan… 
Bir gece ansızın gelebiliriz… https://t.co/PaK3xJiO8k",Correct,Titre Yunanistan… Bir gece ansızın gelebiliriz,Correct,,Threat of Enmity; War; Attack; Murder; or Harm,,,Greek,,,
